province,region,year,month,month_number,post,buss,vax_leastone,vax_complete,deaths,antivax,robbery,v_deaths,transit_acc,positive_cases,job_change,taxes,taxpayers,tax_pc,sales,sales_pc_k,mobility_retail,interaction_did
GUAYAS,COSTA,2021,March,3,0,484,0.0182,0.0037,3154,0,1695,85,617,4523,-502,401.9552399,431502,931.53,"130,088.75",301.48,-13.35483871,0
GUAYAS,COSTA,2021,April,4,0,363,0.0522,0.0113,3745,0,1604,76,551,4511,1203,509.3673168,436747,"1,166.28","115,041.25",263.4,-21.53333333,0
GUAYAS,COSTA,2021,May,5,0,466,0.0905,0.0359,2956,0,1597,69,531,6163,59,341.1005688,438671,777.58,"110,586.11",252.09,-19.22580645,0
GUAYAS,COSTA,2021,June,6,0,556,0.1567,0.0709,2190,0,1749,71,666,7477,703,341.3095406,445335,766.41,"162,665.63",365.27,1.933333333,0
GUAYAS,COSTA,2021,July,7,0,529,0.5141,0.1193,2142,0,1878,88,708,7344,1332,354.1278001,449040,788.63,"136,771.77",304.59,7.612903226,0
GUAYAS,COSTA,2021,August,8,0,526,0.5724,0.459,1923,0,1891,85,728,7724,1277,349.053482,456144,765.23,"132,067.83",289.53,11.96774194,0
GUAYAS,COSTA,2021,September,9,1,519,0.6156,0.5289,1985,0,1904,205,709,2492,84,360.5369297,531217,678.7,"132,853.94",250.09,14.53333333,0
GUAYAS,COSTA,2021,October,10,1,513,0.6803,0.5548,1950,0,1854,113,722,2172,-756,369.9084291,467040,792.03,"131,043.93",280.58,19.06451613,0
GUAYAS,COSTA,2021,November,11,1,429,0.7428,0.6066,2031,0,1843,155,645,1140,-1816,372.5781686,465249,800.81,"116,042.09",249.42,20.13333333,0
GUAYAS,COSTA,2021,December,12,1,473,0.7731,0.6695,2164,0,2267,100,667,750,9188,399.8093184,465185,859.46,"180,846.39",388.76,33.25806452,0
IMBABURA,SIERRA,2021,January,1,0,12,0.0007,0,275,0,66,0,26,662,-296,10.56576616,58371,181.01,"10,399.49",178.16,-19.93548387,0
IMBABURA,SIERRA,2021,February,2,0,16,0.0065,0.0003,237,0,70,0,34,656,150,7.75257142,59240,130.87,"7,319.33",123.55,-16.25,0
IMBABURA,SIERRA,2021,March,3,0,22,0.0223,0.0037,250,0,77,1,24,1460,47,9.39826773,59717,157.38,"12,446.69",208.43,-13.22580645,0
IMBABURA,SIERRA,2021,April,4,0,23,0.0984,0.0158,329,0,71,2,19,1095,-174,13.21491916,60534,218.31,"11,896.06",196.52,-16,0
IMBABURA,SIERRA,2021,May,5,0,12,0.1479,0.0582,360,0,83,0,25,990,241,7.4199275,60842,121.95,"11,424.55",187.77,-18.06451613,0
IMBABURA,SIERRA,2021,June,6,0,26,0.242,0.0909,241,0,83,5,26,1994,-36,8.65958135,61568,140.65,"21,724.22",352.85,3.433333333,0
IMBABURA,SIERRA,2021,July,7,0,27,0.6231,0.1566,230,0,93,2,23,2174,91,7.64533581,62263,122.79,"12,763.73",205,12.87096774,0
IMBABURA,SIERRA,2021,August,8,0,32,0.6626,0.5555,188,0,106,2,38,1242,118,8.36593887,63025,132.74,"11,424.88",181.28,19.06451613,0
IMBABURA,SIERRA,2021,September,9,1,27,0.681,0.6192,194,0,94,3,29,1170,-10,9.29409073,71208,130.52,"12,456.17",174.93,18.7,0
IMBABURA,SIERRA,2021,October,10,1,23,0.7623,0.6316,168,0,107,0,30,974,52,8.58821701,64288,133.59,"12,909.52",200.81,22.12903226,0
IMBABURA,SIERRA,2021,November,11,1,27,0.8218,0.7238,195,0,76,1,47,243,-111,9.04826136,64597,140.07,"13,531.39",209.47,28.66666667,0
IMBABURA,SIERRA,2021,December,12,1,24,0.8414,0.8023,188,0,104,2,25,245,891,9.94733605,64494,154.24,"26,851.05",416.33,41.25806452,0
LOJA,SIERRA,2021,January,1,0,26,0,0,250,0,58,0,32,791,39,7.83706271,57563,136.15,"9,997.03",173.67,-19.64516129,0
LOJA,SIERRA,2021,February,2,0,16,0.003,0.0003,287,0,32,0,38,581,-16,5.80881306,58118,99.95,"10,572.34",181.91,-15.39285714,0
LOJA,SIERRA,2021,March,3,0,20,0.0346,0.007,457,0,47,2,25,1472,43,7.36051842,58489,125.84,"13,339.19",228.06,-13.77419355,0
LOJA,SIERRA,2021,April,4,0,21,0.13,0.0256,517,0,51,0,20,1281,-117,7.66041728,58894,130.07,"10,092.73",171.37,-26.5,0
LOJA,SIERRA,2021,May,5,0,21,0.1893,0.0754,348,0,37,1,46,2130,100,5.70729918,59035,96.68,"11,579.16",196.14,-17.61290323,0
LOJA,SIERRA,2021,June,6,0,16,0.2701,0.1314,257,0,47,1,52,2363,65,5.69752057,59914,95.09,"22,630.10",377.71,6.7,0
LOJA,SIERRA,2021,July,7,0,29,0.6442,0.2046,233,0,55,0,45,1313,115,6.18384364,60158,102.79,"11,557.11",192.11,33.06451613,0
LOJA,SIERRA,2021,August,8,0,13,0.692,0.5493,231,0,46,1,47,894,237,6.55926999,60867,107.76,"13,249.09",217.67,45.4516129,0
LOJA,SIERRA,2021,September,9,1,27,0.6983,0.6154,222,0,57,1,54,613,431,6.26717785,66186,94.69,"15,274.82",230.79,48.7,0
LOJA,SIERRA,2021,October,10,1,23,0.7831,0.6406,217,0,50,1,49,406,-734,7.11919041,61851,115.1,"13,345.75",215.77,52.48387097,0
LOJA,SIERRA,2021,November,11,1,21,0.82,0.723,212,0,77,1,55,172,84,7.15923501,61604,116.21,"11,907.49",193.29,60.3,0
LOJA,SIERRA,2021,December,12,1,9,0.8339,0.7754,224,0,64,2,46,74,714,7.35303744,61492,119.58,"28,276.95",459.85,79.87096774,0
LOS RIOS,COSTA,2021,January,1,0,18,0.0005,0,443,0,378,3,103,457,6,9.20297104,70632,130.29,"18,015.18",255.06,-20.32258065,0
LOS RIOS,COSTA,2021,February,2,0,14,0.0017,0.0002,471,0,319,8,85,442,152,6.77055691,71238,95.04,"20,516.28",288,-15.89285714,0
LOS RIOS,COSTA,2021,March,3,0,34,0.0173,0.002,595,0,388,11,108,1158,6,8.17145976,71874,113.69,"17,108.30",238.03,-10.41935484,0
LOS RIOS,COSTA,2021,April,4,0,17,0.0409,0.0095,662,0,300,12,78,1520,57,8.19332957,72890,112.41,"22,871.23",313.78,-13.06666667,0
LOS RIOS,COSTA,2021,May,5,0,30,0.0814,0.024,541,0,361,25,68,1709,-53,6.67153769,73190,91.15,"19,108.90",261.09,-7.096774194,0
LOS RIOS,COSTA,2021,June,6,0,21,0.1567,0.0564,383,0,329,8,93,1784,-100,6.97092959,74248,93.89,"45,498.36",612.79,15.53333333,0
LOS RIOS,COSTA,2021,July,7,0,28,0.4994,0.1089,391,0,463,16,98,1130,55,7.14258531,74859,95.41,"21,590.98",288.42,22.38709677,0
LOS RIOS,COSTA,2021,August,8,0,24,0.5188,0.4482,370,0,449,18,98,436,9,6.12221929,75975,80.58,"23,058.60",303.5,26.35483871,0
LOS RIOS,COSTA,2021,September,9,1,17,0.5721,0.4901,338,0,403,23,94,241,-94,7.17946348,92294,77.79,"24,320.01",263.51,29.93333333,0
LOS RIOS,COSTA,2021,October,10,1,16,0.6345,0.5081,367,0,382,25,109,172,147,7.10345803,77490,91.67,"17,373.43",224.2,34.58064516,0
LOS RIOS,COSTA,2021,November,11,1,32,0.6996,0.5348,356,0,406,27,93,77,-77,7.38611051,77415,95.41,"28,922.11",373.6,36.06666667,0
LOS RIOS,COSTA,2021,December,12,1,25,0.7501,0.6069,381,0,508,21,110,61,727,7.75934582,77107,100.63,"49,610.85",643.4,48.35483871,0
MANABI,COSTA,2021,January,1,0,57,0.0006,0,781,0,214,13,149,1709,-690,25.76456457,151579,169.97,"40,875.50",269.66,-30.29032258,0
MANABI,COSTA,2021,February,2,0,49,0.0043,0.0003,869,0,203,27,151,2055,181,19.19151389,153106,125.35,"45,047.62",294.23,-24.25,0
MANABI,COSTA,2021,March,3,0,86,0.0169,0.0034,1148,0,208,12,152,2631,145,24.408966,154258,158.23,"49,856.25",323.2,-21.48387097,0
MANABI,COSTA,2021,April,4,0,43,0.0632,0.0111,1190,0,196,16,140,2938,240,28.82353888,156189,184.54,"56,472.92",361.57,-25.66666667,0
MANABI,COSTA,2021,May,5,0,80,0.1151,0.0382,860,0,187,14,140,4589,-68,21.16401346,156663,135.09,"50,967.90",325.33,-19.90322581,0
MANABI,COSTA,2021,June,6,0,56,0.1943,0.0646,687,0,206,24,170,3621,69,23.30901316,158690,146.88,"68,905.22",434.21,0.933333333,0
MANABI,COSTA,2021,July,7,0,66,0.6003,0.1225,583,0,265,16,169,2031,89,22.47558446,160109,140.38,"49,997.64",312.27,10.4516129,0
MANABI,COSTA,2021,August,8,0,77,0.6443,0.5173,628,0,252,21,184,1302,274,22.06466202,162832,135.51,"51,073.75",313.66,20.35483871,0
MANABI,COSTA,2021,September,9,1,53,0.668,0.5994,546,0,237,11,191,637,-62,23.1229281,199243,116.05,"41,491.89",208.25,20.36666667,0
MANABI,COSTA,2021,October,10,1,62,0.7522,0.6182,594,0,231,8,146,559,-146,22.80847321,166460,137.02,"46,657.65",280.29,26.74193548,0
MANABI,COSTA,2021,November,11,1,62,0.8297,0.6773,645,0,254,20,177,315,-11,23.86157131,167664,142.32,"43,436.22",259.07,28.03333333,0
MANABI,COSTA,2021,December,12,1,55,0.8599,0.7608,700,0,282,13,188,359,1680,24.37876293,166555,146.37,"84,655.47",508.27,39.51612903,0
MORONA SANTIAGO,ORIENTE,2021,January,1,0,6,0,0,57,1,20,0,17,286,-45,2.52092793,18062,139.57,"1,578.22",87.38,-29,0
MORONA SANTIAGO,ORIENTE,2021,February,2,0,8,0.0034,0.0005,48,1,16,1,16,359,58,1.22076154,18284,66.77,"2,168.35",118.59,,0
MORONA SANTIAGO,ORIENTE,2021,March,3,0,5,0.0287,0.0031,61,1,25,0,16,557,65,2.33351117,18420,126.68,"2,365.64",128.43,,0
MORONA SANTIAGO,ORIENTE,2021,April,4,0,7,0.0806,0.0134,60,1,24,0,9,186,-130,1.95327014,18690,104.51,"1,943.71",104,,0
MORONA SANTIAGO,ORIENTE,2021,May,5,0,12,0.1034,0.042,57,1,24,0,13,270,3,1.52929318,18742,81.6,"2,158.22",115.15,,0
MORONA SANTIAGO,ORIENTE,2021,June,6,0,9,0.1429,0.0709,53,1,24,0,5,640,12,1.42030565,18935,75.01,"3,833.06",202.43,,0
MORONA SANTIAGO,ORIENTE,2021,July,7,0,6,0.3491,0.1065,46,1,27,1,10,394,127,1.55438773,19200,80.96,"2,053.51",106.95,,0
MORONA SANTIAGO,ORIENTE,2021,August,8,0,6,0.3927,0.3057,67,1,20,2,7,339,-108,1.97875955,19514,101.4,"2,421.64",124.1,,0
MORONA SANTIAGO,ORIENTE,2021,September,9,1,8,0.4307,0.3602,35,1,24,1,12,481,0,1.52549682,21716,70.25,"2,540.48",116.99,,1
MORONA SANTIAGO,ORIENTE,2021,October,10,1,8,0.501,0.3898,33,1,28,1,11,266,77,2.34052599,19763,118.43,"2,569.34",130.01,,1
MORONA SANTIAGO,ORIENTE,2021,November,11,1,5,0.5713,0.4624,36,1,13,0,6,56,-118,2.57195926,19306,133.22,"2,436.29",126.19,,1
MORONA SANTIAGO,ORIENTE,2021,December,12,1,6,0.6102,0.5162,68,1,26,0,14,98,151,2.12670829,19225,110.62,"5,495.21",285.84,,1
NAPO,ORIENTE,2021,January,1,0,1,0,0,57,0,18,0,3,99,-71,1.32384112,13619,97.21,"1,122.69",82.44,-5.032258065,0
NAPO,ORIENTE,2021,February,2,0,4,0.0053,0.0005,42,0,13,0,3,131,22,0.81313207,13828,58.8,"1,207.56",87.33,5.692307692,0
NAPO,ORIENTE,2021,March,3,0,2,0.0327,0.0074,51,0,13,0,5,285,32,1.0776612,13994,77.01,"1,309.85",93.6,8.548387097,0
NAPO,ORIENTE,2021,April,4,0,5,0.1109,0.0208,50,0,15,0,5,233,-41,1.31225775,14220,92.28,"1,187.69",83.52,12.82758621,0
NAPO,ORIENTE,2021,May,5,0,8,0.1622,0.0517,59,0,20,1,3,245,18,0.85807732,14275,60.11,"1,420.30",99.5,28.76923077,0
NAPO,ORIENTE,2021,June,6,0,4,0.2401,0.0807,45,0,15,0,5,342,9,0.8769648,14399,60.9,"2,690.00",186.82,34.75,0
NAPO,ORIENTE,2021,July,7,0,1,0.5996,0.1131,52,0,14,2,4,428,130,0.87172001,14559,59.87,"1,439.25",98.86,41.11111111,0
NAPO,ORIENTE,2021,August,8,0,6,0.6507,0.4454,31,0,24,0,3,311,-75,0.72330697,14722,49.13,914.01,62.08,63.41666667,0
NAPO,ORIENTE,2021,September,9,1,3,0.6398,0.5294,46,0,16,1,3,275,-38,1.12286281,17035,65.92,"1,506.77",88.45,62.3,0
NAPO,ORIENTE,2021,October,10,1,3,0.7468,0.5439,34,0,22,0,2,108,20,1.02632349,14967,68.57,"1,439.86",96.2,69.11111111,0
NAPO,ORIENTE,2021,November,11,1,6,0.8174,0.6433,45,0,21,0,7,67,-48,1.28734734,14913,86.32,"1,396.65",93.65,68.54545455,0
NAPO,ORIENTE,2021,December,12,1,9,0.8435,0.7223,45,0,21,1,6,132,189,0.98106609,14825,66.18,"3,282.82",221.44,79.375,0
ORELLANA,ORIENTE,2021,January,1,0,12,0,0,47,1,38,0,10,112,-118,2.66250062,19428,137.04,"2,501.55",128.76,-3.483870968,0
ORELLANA,ORIENTE,2021,February,2,0,7,0.0027,0.0002,44,1,45,0,2,46,-100,2.06937347,19737,104.85,"3,283.66",166.37,-1.428571429,0
ORELLANA,ORIENTE,2021,March,3,0,5,0.0204,0.0045,57,1,48,2,1,88,81,3.00388972,19896,150.98,"5,406.18",271.72,4.290322581,0
ORELLANA,ORIENTE,2021,April,4,0,7,0.0666,0.0128,58,1,37,0,5,125,36,3.14876375,20237,155.59,"4,635.56",229.06,11.76666667,0
ORELLANA,ORIENTE,2021,May,5,0,10,0.1067,0.0329,56,1,43,0,2,183,86,2.26767535,20328,111.55,"5,071.77",249.5,22.16129032,0
ORELLANA,ORIENTE,2021,June,6,0,9,0.1462,0.0497,52,1,42,3,1,389,-128,2.7750453,20503,135.35,"8,710.02",424.82,30.2,0
ORELLANA,ORIENTE,2021,July,7,0,9,0.5363,0.0845,52,1,46,2,6,315,83,2.57900738,20809,123.94,"5,192.94",249.55,41.74193548,0
ORELLANA,ORIENTE,2021,August,8,0,13,0.6047,0.4317,37,1,44,0,1,239,181,2.02607938,21095,96.05,"5,195.16",246.27,46.32258065,0
ORELLANA,ORIENTE,2021,September,9,1,7,0.6259,0.5078,41,1,53,1,1,137,6,2.42889918,24075,100.89,"4,864.05",202.04,50.13333333,1
ORELLANA,ORIENTE,2021,October,10,1,18,0.6988,0.5267,64,1,40,1,5,62,165,2.58468351,21633,119.48,"4,949.76",228.81,52.10344828,1
ORELLANA,ORIENTE,2021,November,11,1,7,0.7887,0.6078,51,1,46,1,9,43,-200,2.72148299,21803,124.82,"5,468.66",250.82,57.59259259,1
ORELLANA,ORIENTE,2021,December,12,1,9,0.826,0.6874,45,1,54,1,5,127,184,3.25636844,21726,149.88,"8,737.45",402.17,70.27777778,1
PASTAZA,ORIENTE,2021,January,1,0,1,0,0,42,1,11,0,6,83,2,1.47392311,13980,105.43,"1,434.06",102.58,-23.16129032,0
PASTAZA,ORIENTE,2021,February,2,0,1,0.0042,0.0008,29,1,18,0,2,73,3,0.86000608,14099,61,"1,744.54",123.74,-15.25,0
PASTAZA,ORIENTE,2021,March,3,0,2,0.0239,0.0021,47,1,27,2,2,109,-26,1.146042,14162,80.92,"1,778.32",125.57,-13.90322581,0
PASTAZA,ORIENTE,2021,April,4,0,3,0.0603,0.0128,46,1,19,1,4,115,32,1.61201595,14350,112.34,"1,784.62",124.36,-12.93333333,0
PASTAZA,ORIENTE,2021,May,5,0,7,0.1004,0.0278,60,1,26,0,6,105,-40,0.89895251,14368,62.57,"1,836.96",127.85,-6.870967742,0
PASTAZA,ORIENTE,2021,June,6,0,7,0.1517,0.0679,35,1,9,0,3,227,78,0.87116631,14488,60.13,"4,306.98",297.28,2.833333333,0
PASTAZA,ORIENTE,2021,July,7,0,7,0.4372,0.107,35,1,26,2,1,198,2,0.97366964,14679,66.33,"2,106.36",143.5,12.4516129,0
PASTAZA,ORIENTE,2021,August,8,0,3,0.4837,0.3785,33,1,28,0,3,125,-36,1.03398487,14811,69.81,"2,166.52",146.28,23.8,0
PASTAZA,ORIENTE,2021,September,9,1,8,0.5238,0.4431,27,1,27,1,4,203,-27,1.28766609,16526,77.92,"1,903.45",115.18,21.5,1
PASTAZA,ORIENTE,2021,October,10,1,5,0.5971,0.4693,35,1,31,2,2,104,16,1.12162046,15062,74.47,"1,911.12",126.88,22,1
PASTAZA,ORIENTE,2021,November,11,1,3,0.66,0.5339,25,1,23,0,1,41,-19,1.08071102,14901,72.53,"1,996.89",134.01,24.75,1
PASTAZA,ORIENTE,2021,December,12,1,4,0.6942,0.6054,31,1,10,0,5,36,135,1.31333212,14826,88.58,"2,349.90",158.5,39.24137931,1
PICHINCHA,SIERRA,2021,January,1,0,363,0.0006,0,1829,0,1118,12,333,10634,-1580,637.7571987,510605,"1,249.02","95,822.32",187.66,-34.22580645,0
PICHINCHA,SIERRA,2021,February,2,0,351,0.0048,0.0005,1627,0,1201,12,274,5836,1423,464.9192397,516087,900.85,"82,525.15",159.91,-28.14285714,0
PICHINCHA,SIERRA,2021,March,3,0,487,0.0287,0.0054,1936,0,1321,13,336,12191,-65,566.446537,519840,"1,089.66","90,088.11",173.3,-23.12903226,0
PICHINCHA,SIERRA,2021,April,4,0,422,0.0786,0.019,2482,0,1128,14,228,12824,-960,672.2534664,525849,"1,278.42","97,064.51",184.59,-27.3,0
PICHINCHA,SIERRA,2021,May,5,0,504,0.1466,0.0613,2278,0,1107,13,240,14184,2344,544.9566802,527720,"1,032.66","93,240.28",176.69,-27.32258065,0
PICHINCHA,SIERRA,2021,June,6,0,559,0.2341,0.1055,1648,0,1270,16,281,19782,128,526.2165462,533345,986.63,"101,104.77",189.57,-9.833333333,0
PICHINCHA,SIERRA,2021,July,7,0,485,0.6598,0.1826,1683,0,1375,12,303,16986,1565,548.6149797,537785,"1,020.14","87,241.68",162.22,-2.741935484,0
PICHINCHA,SIERRA,2021,August,8,0,487,0.7019,0.6049,1308,0,1382,11,336,12408,2253,530.8968497,545379,973.45,"94,462.29",173.2,2.193548387,0
PICHINCHA,SIERRA,2021,September,9,1,546,0.7308,0.6651,1176,0,1280,16,338,12078,-562,640.4474671,597260,"1,072.31","79,396.72",132.93,4.933333333,0
PICHINCHA,SIERRA,2021,October,10,1,520,0.8088,0.6962,1125,0,1395,17,401,8569,-1072,586.6054892,555529,"1,055.94","93,975.27",169.16,8,0
PICHINCHA,SIERRA,2021,November,11,1,458,0.8624,0.7765,1102,0,1439,11,356,4333,-1286,589.9633782,552870,"1,067.09","92,101.37",166.59,12.06666667,0
PICHINCHA,SIERRA,2021,December,12,1,483,0.8759,0.8391,1255,0,1515,13,382,3702,9374,620.8872517,553991,"1,120.75","97,193.86",175.44,25.25806452,0
SANTA ELENA,COSTA,2021,January,1,0,5,0.0003,0,179,0,64,1,38,420,-20,3.0543841,26896,113.56,"5,179.77",192.59,-15.29032258,0
SANTA ELENA,COSTA,2021,February,2,0,6,0.0023,0.0001,132,0,94,1,45,491,24,2.54018348,27181,93.45,"6,257.01",230.2,-4.071428571,0
SANTA ELENA,COSTA,2021,March,3,0,14,0.0114,0.0016,202,0,92,5,41,414,15,2.71555387,27499,98.75,"7,415.34",269.66,1.774193548,0
SANTA ELENA,COSTA,2021,April,4,0,16,0.0373,0.0063,278,0,81,2,43,320,86,3.50927463,27918,125.7,"7,700.36",275.82,-8.566666667,0
SANTA ELENA,COSTA,2021,May,5,0,20,0.0785,0.0242,162,0,113,6,39,318,-9,2.79413357,28089,99.47,"8,088.85",287.97,-4.419354839,0
SANTA ELENA,COSTA,2021,June,6,0,17,0.1446,0.0596,138,0,113,4,38,405,69,2.84631601,28496,99.88,"10,027.00",351.87,10.5,0
SANTA ELENA,COSTA,2021,July,7,0,17,0.5196,0.1117,143,0,107,1,38,225,63,2.57352462,28826,89.28,"8,709.68",302.15,19.19354839,0
SANTA ELENA,COSTA,2021,August,8,0,25,0.5311,0.449,121,0,117,8,57,93,-102,3.49301217,29283,119.28,"8,630.99",294.74,30.09677419,0
SANTA ELENA,COSTA,2021,September,9,1,17,0.5901,0.4837,106,0,108,4,61,42,112,3.40663733,36037,94.53,"8,673.10",240.67,27.9,0
SANTA ELENA,COSTA,2021,October,10,1,19,0.6398,0.5024,117,0,119,6,37,54,-96,3.16337037,29955,105.6,"8,961.38",299.16,34.83870968,0
SANTA ELENA,COSTA,2021,November,11,1,22,0.719,0.5338,116,0,123,5,43,39,-50,3.76625457,29873,126.08,"9,413.92",315.13,38.7,0
SANTA ELENA,COSTA,2021,December,12,1,16,0.7709,0.6202,136,0,108,3,37,34,314,4.04890538,29704,136.31,"14,878.46",500.89,51.16129032,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,January,1,0,26,0.0006,0,246,1,187,1,86,354,-82,8.93833128,63047,141.77,"6,381.96",101.23,-18.5483871,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,February,2,0,18,0.0031,0.0003,269,1,144,4,79,286,40,6.91346359,63842,108.29,"7,509.83",117.63,-12.25,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,March,3,0,23,0.0144,0.0026,389,1,140,5,62,869,6,7.78759608,64327,121.06,"8,752.34",136.06,-8.548387097,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,April,4,0,19,0.0444,0.0109,434,1,149,9,64,1035,1,7.64045533,65167,117.24,"7,999.10",122.75,-13.66666667,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,May,5,0,17,0.0964,0.0288,329,1,139,3,71,1423,9,6.82392383,65456,104.25,"7,504.19",114.64,-8.935483871,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,June,6,0,23,0.1317,0.0596,236,1,142,2,102,1033,49,7.1423937,66204,107.88,"20,039.45",302.69,13.33333333,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,July,7,0,25,0.4745,0.0855,202,1,161,6,96,913,211,8.0814992,66833,120.92,"8,442.69",126.33,22,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,August,8,0,24,0.536,0.4425,197,1,147,5,107,369,84,7.0215441,68123,103.07,"8,007.11",117.54,31.09677419,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,September,9,1,19,0.5738,0.5038,194,1,168,8,102,360,-18,7.82274055,76928,101.69,"8,427.63",109.55,33.1,1
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,October,10,1,19,0.6652,0.5099,197,1,183,4,120,189,-185,7.71392932,69664,110.73,"7,804.13",112.03,37.96774194,1
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,November,11,1,20,0.7372,0.585,218,1,179,14,83,143,-29,7.81421668,69293,112.77,"10,137.13",146.29,44.7,1
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2021,December,12,1,19,0.773,0.6577,248,1,232,10,110,118,1201,8.30195443,69183,120,"26,094.11",377.18,56.19354839,1
SUCUMBIOS,ORIENTE,2021,January,1,0,2,0.0005,0,85,1,30,3,7,139,-19,2.55827766,25883,98.84,"3,552.16",137.24,-2.483870968,0
SUCUMBIOS,ORIENTE,2021,February,2,0,10,0.0025,0.0002,75,1,44,1,2,116,-11,1.4081491,26257,53.63,"3,532.53",134.54,2.642857143,0
SUCUMBIOS,ORIENTE,2021,March,3,0,17,0.0283,0.0021,103,1,41,2,4,232,63,1.89087768,26511,71.32,"4,394.08",165.75,4.677419355,0
SUCUMBIOS,ORIENTE,2021,April,4,0,5,0.0679,0.0139,120,1,31,5,2,186,70,2.05128817,26898,76.26,"3,963.43",147.35,1.4,0
SUCUMBIOS,ORIENTE,2021,May,5,0,11,0.1038,0.0321,102,1,30,2,3,465,-48,1.79205187,26988,66.4,"2,881.88",106.78,0.677419355,0
SUCUMBIOS,ORIENTE,2021,June,6,0,3,0.1756,0.0515,60,1,45,2,5,773,54,1.82972648,27319,66.98,"9,240.45",338.24,31.26666667,0
SUCUMBIOS,ORIENTE,2021,July,7,0,9,0.4973,0.0951,76,1,58,2,4,504,69,2.08539896,27535,75.74,"2,446.75",88.86,41.96774194,0
SUCUMBIOS,ORIENTE,2021,August,8,0,9,0.5479,0.4132,78,1,51,2,4,242,28,2.09250763,27941,74.89,"4,572.11",163.63,49.03225806,0
SUCUMBIOS,ORIENTE,2021,September,9,1,7,0.5808,0.4775,52,1,56,3,3,277,83,2.07986403,32782,63.45,"4,526.76",138.09,53.93333333,1
SUCUMBIOS,ORIENTE,2021,October,10,1,5,0.6413,0.496,68,1,60,9,3,236,-119,2.07142078,28318,73.15,"4,424.12",156.23,60.58064516,1
SUCUMBIOS,ORIENTE,2021,November,11,1,7,0.7206,0.5658,56,1,49,2,3,86,203,2.66563398,28671,92.97,"4,702.58",164.02,57.9,1
SUCUMBIOS,ORIENTE,2021,December,12,1,12,0.7583,0.6362,89,1,58,7,8,107,119,2.87670964,28480,101.01,"10,595.64",372.04,74.61290323,1
TUNGURAHUA,SIERRA,2021,January,1,0,15,0.0001,0,448,0,113,1,82,1559,-216,21.97352799,83378,263.54,"15,407.76",184.79,-24.16129032,0
TUNGURAHUA,SIERRA,2021,February,2,0,31,0.0024,0.0003,352,0,101,1,68,780,116,16.42048474,84121,195.2,"16,331.40",194.14,-17.28571429,0
TUNGURAHUA,SIERRA,2021,March,3,0,29,0.0167,0.0012,361,0,109,0,86,1641,-76,22.12271399,84727,261.11,"15,644.36",184.64,-10.90322581,0
TUNGURAHUA,SIERRA,2021,April,4,0,22,0.0636,0.0104,537,0,126,1,77,1122,7,23.98988477,85638,280.13,"17,190.98",200.74,-15.56666667,0
TUNGURAHUA,SIERRA,2021,May,5,0,31,0.1219,0.0385,509,0,82,3,79,804,234,16.27861374,85972,189.35,"16,658.70",193.77,-15.87096774,0
TUNGURAHUA,SIERRA,2021,June,6,0,24,0.1964,0.0825,347,0,94,4,108,1024,75,18.37357848,86803,211.67,"33,314.86",383.8,4.766666667,0
TUNGURAHUA,SIERRA,2021,July,7,0,33,0.6041,0.1396,281,0,144,2,97,1301,162,20.58435159,87533,235.16,"17,656.41",201.71,15.93548387,0
TUNGURAHUA,SIERRA,2021,August,8,0,42,0.6539,0.549,244,0,106,1,87,948,17,19.12117915,88383,216.34,"20,890.68",236.37,24.83870968,0
TUNGURAHUA,SIERRA,2021,September,9,1,31,0.6776,0.6115,272,0,119,3,85,813,1,18.62937666,96387,193.28,"20,966.93",217.53,25.96666667,0
TUNGURAHUA,SIERRA,2021,October,10,1,24,0.7517,0.6203,245,0,118,2,111,442,-13,19.81919642,89557,221.3,"12,719.51",142.03,31.87096774,0
TUNGURAHUA,SIERRA,2021,November,11,1,33,0.8309,0.6836,239,0,112,2,96,275,-351,22.54462163,89286,252.5,"21,720.22",243.27,34.53333333,0
TUNGURAHUA,SIERRA,2021,December,12,1,27,0.8508,0.7855,254,0,138,1,100,146,1046,20.55007941,88995,230.91,"40,050.67",450.03,43.58064516,0
ZAMORA CHINCHIPE,ORIENTE,2021,January,1,0,6,0,0,33,1,3,0,10,33,-43,13.11828257,14664,894.59,"11,393.92",777,-25.5,0
ZAMORA CHINCHIPE,ORIENTE,2021,February,2,0,7,0.0054,0.0012,36,1,7,2,4,59,-17,4.71326347,14842,317.56,"9,557.01",643.92,-11.25,0
ZAMORA CHINCHIPE,ORIENTE,2021,March,3,0,7,0.0184,0.007,40,1,6,1,3,125,-6,19.82171988,14939,"1,326.84","18,200.21","1,218.30",-13.25,0
