"","term","estimate","std.error","statistic","p.value"
"274","provESMERALDAS:monthSeptember",-1.33138274600818,1.17347010403237,-1.13456895189164,0.257499392424902
"275","provGALAPAGOS:monthSeptember",-0.106401265818076,1.21625941733787,-0.0874823777734565,0.930348887108372
"276","provGUAYAS:monthSeptember",-5.35627176797885,5.86998980694475,-0.91248399812243,0.362277176850339
"277","provIMBABURA:monthSeptember",0.191163667629978,1.13233250629755,0.168822908966056,0.866054444569667
"278","provLOJA:monthSeptember",0.0773256574125834,1.01178140021913,0.0764252608279184,0.93913383657338
"279","provLOS RIOS:monthSeptember",-0.436424614724025,1.12000734329032,-0.389662279750695,0.697074285382337
"280","provMANABI:monthSeptember",-2.38912280701032,2.45287215517705,-0.974010325800232,0.330868780780468
"281","provMORONA SANTIAGO:monthSeptember",-0.130605658615096,1.19599946211588,-0.109202104810346,0.913118238682854
"282","provNAPO:monthSeptember",-0.98708829816114,1.11945642000366,-0.881756788851072,0.378643653280097
"283","provORELLANA:monthSeptember",-0.0167495713689276,1.19328938853288,-0.0140364705576749,0.988810603093712
"284","provPASTAZA:monthSeptember",-0.530595690825629,1.14080819619106,-0.465105083043043,0.64220767479803
"285","provSANTA ELENA:monthSeptember",-0.486181556786594,1.00105851451809,-0.485667470717873,0.627572225991526
"286","provSANTO DOMINGO DE LOS TSACHILAS:monthSeptember",0.356134880136631,1.12195938242005,0.31742225762973,0.75115322317189
"287","provSUCUMBIOS:monthSeptember",-0.336284299272871,1.03700306769807,-0.324284768047361,0.745957846292561
"288","provTUNGURAHUA:monthSeptember",0.205109955731007,1.10829671147013,0.185067729253598,0.853306173114448
